vote_choice,gender,race,age,ideology,pol_interest,church_attendance,race_text,gender_text,age_text,ideology_text,church_attendance_text,pol_interest_text,user_content,assistant_content
2,1,4,22,6,2,1,asian,man,22,conservative,attend church,somewhat,"Racially, I am asian. I am a man. I am 22 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,68,2,1,2,white,woman,68,liberal,do not attend church,very,"Racially, I am white. I am a woman. I am 68 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,1,68,5,2,1,white,woman,68,slightly conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 68 years old. Ideologically, I am slightly conservative. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,64,7,1,2,white,woman,64,extremely conservative,do not attend church,very,"Racially, I am white. I am a woman. I am 64 years old. Ideologically, I am extremely conservative. I do not attend church. I am very interested in politics. ",Donald Trump
1,2,1,65,4,2,1,white,woman,65,moderate,attend church,somewhat,"Racially, I am white. I am a woman. I am 65 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,67,6,2,2,white,man,67,conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 67 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,2,4,39,4,2,1,asian,woman,39,moderate,attend church,somewhat,"Racially, I am asian. I am a woman. I am 39 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,77,5,2,2,white,man,77,slightly conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 77 years old. Ideologically, I am slightly conservative. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,3,42,6,1,2,hispanic,man,42,conservative,do not attend church,very,"Racially, I am hispanic. I am a man. I am 42 years old. Ideologically, I am conservative. I do not attend church. I am very interested in politics. ",Kamala Harris
2,2,1,65,6,3,2,white,woman,65,conservative,do not attend church,not very,"Racially, I am white. I am a woman. I am 65 years old. Ideologically, I am conservative. I do not attend church. I am not very interested in politics. ",Donald Trump
1,2,1,48,4,3,2,white,woman,48,moderate,do not attend church,not very,"Racially, I am white. I am a woman. I am 48 years old. Ideologically, I am moderate. I do not attend church. I am not very interested in politics. ",Kamala Harris
1,1,1,33,4,1,1,white,man,33,moderate,attend church,very,"Racially, I am white. I am a man. I am 33 years old. Ideologically, I am moderate. I attend church. I am very interested in politics. ",Kamala Harris
1,2,2,37,4,2,1,black,woman,37,moderate,attend church,somewhat,"Racially, I am black. I am a woman. I am 37 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,80,7,1,1,white,man,80,extremely conservative,attend church,very,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am extremely conservative. I attend church. I am very interested in politics. ",Donald Trump
2,2,1,39,6,1,1,white,woman,39,conservative,attend church,very,"Racially, I am white. I am a woman. I am 39 years old. Ideologically, I am conservative. I attend church. I am very interested in politics. ",Donald Trump
1,1,1,44,4,2,1,white,man,44,moderate,attend church,somewhat,"Racially, I am white. I am a man. I am 44 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,66,3,1,2,white,man,66,slightly liberal,do not attend church,very,"Racially, I am white. I am a man. I am 66 years old. Ideologically, I am slightly liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
2,1,1,75,6,3,1,white,man,75,conservative,attend church,not very,"Racially, I am white. I am a man. I am 75 years old. Ideologically, I am conservative. I attend church. I am not very interested in politics. ",Donald Trump
1,1,1,59,2,2,2,white,man,59,liberal,do not attend church,somewhat,"Racially, I am white. I am a man. I am 59 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,80,2,2,2,white,man,80,liberal,do not attend church,somewhat,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,78,6,2,2,white,man,78,conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 78 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,61,6,2,1,white,woman,61,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 61 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,74,5,2,2,white,man,74,slightly conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 74 years old. Ideologically, I am slightly conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
2,2,1,70,3,4,2,white,woman,70,slightly liberal,do not attend church,not at all,"Racially, I am white. I am a woman. I am 70 years old. Ideologically, I am slightly liberal. I do not attend church. I am not at all interested in politics. ",Donald Trump
1,2,2,68,2,2,2,black,woman,68,liberal,do not attend church,somewhat,"Racially, I am black. I am a woman. I am 68 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,70,6,2,2,white,woman,70,conservative,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 70 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,77,6,2,1,white,man,77,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 77 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,2,3,25,5,2,1,hispanic,woman,25,slightly conservative,attend church,somewhat,"Racially, I am hispanic. I am a woman. I am 25 years old. Ideologically, I am slightly conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,2,1,33,4,2,1,white,woman,33,moderate,attend church,somewhat,"Racially, I am white. I am a woman. I am 33 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,73,2,3,2,white,woman,73,liberal,do not attend church,not very,"Racially, I am white. I am a woman. I am 73 years old. Ideologically, I am liberal. I do not attend church. I am not very interested in politics. ",Kamala Harris
1,2,4,74,4,3,1,asian,woman,74,moderate,attend church,not very,"Racially, I am asian. I am a woman. I am 74 years old. Ideologically, I am moderate. I attend church. I am not very interested in politics. ",Kamala Harris
1,1,1,35,4,2,2,white,man,35,moderate,do not attend church,somewhat,"Racially, I am white. I am a man. I am 35 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,76,7,1,1,white,man,76,extremely conservative,attend church,very,"Racially, I am white. I am a man. I am 76 years old. Ideologically, I am extremely conservative. I attend church. I am very interested in politics. ",Donald Trump
2,2,1,38,6,2,1,white,woman,38,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 38 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,3,54,2,1,1,hispanic,woman,54,liberal,attend church,very,"Racially, I am hispanic. I am a woman. I am 54 years old. Ideologically, I am liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,2,6,55,4,2,2,mixed race,woman,55,moderate,do not attend church,somewhat,"Racially, I am mixed race. I am a woman. I am 55 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,6,32,1,2,2,mixed race,man,32,extremely liberal,do not attend church,somewhat,"Racially, I am mixed race. I am a man. I am 32 years old. Ideologically, I am extremely liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,70,2,1,1,white,man,70,liberal,attend church,very,"Racially, I am white. I am a man. I am 70 years old. Ideologically, I am liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,1,1,53,3,1,2,white,man,53,slightly liberal,do not attend church,very,"Racially, I am white. I am a man. I am 53 years old. Ideologically, I am slightly liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
2,1,1,59,4,3,2,white,man,59,moderate,do not attend church,not very,"Racially, I am white. I am a man. I am 59 years old. Ideologically, I am moderate. I do not attend church. I am not very interested in politics. ",Donald Trump
1,1,1,77,3,2,2,white,man,77,slightly liberal,do not attend church,somewhat,"Racially, I am white. I am a man. I am 77 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,36,5,2,2,white,woman,36,slightly conservative,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 36 years old. Ideologically, I am slightly conservative. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,3,69,4,2,1,hispanic,man,69,moderate,attend church,somewhat,"Racially, I am hispanic. I am a man. I am 69 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,3,75,4,1,2,hispanic,woman,75,moderate,do not attend church,very,"Racially, I am hispanic. I am a woman. I am 75 years old. Ideologically, I am moderate. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,3,30,4,2,2,hispanic,woman,30,moderate,do not attend church,somewhat,"Racially, I am hispanic. I am a woman. I am 30 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,42,3,2,2,white,woman,42,slightly liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 42 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,20,7,2,1,white,woman,20,extremely conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 20 years old. Ideologically, I am extremely conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,59,6,1,1,white,man,59,conservative,attend church,very,"Racially, I am white. I am a man. I am 59 years old. Ideologically, I am conservative. I attend church. I am very interested in politics. ",Donald Trump
1,2,3,26,3,2,1,hispanic,woman,26,slightly liberal,attend church,somewhat,"Racially, I am hispanic. I am a woman. I am 26 years old. Ideologically, I am slightly liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,59,3,2,2,white,woman,59,slightly liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 59 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,2,80,2,1,2,black,man,80,liberal,do not attend church,very,"Racially, I am black. I am a man. I am 80 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,1,2,66,7,2,1,black,man,66,extremely conservative,attend church,somewhat,"Racially, I am black. I am a man. I am 66 years old. Ideologically, I am extremely conservative. I attend church. I am somewhat interested in politics. ",Kamala Harris
